Variable_ID,Variable_Name,Source_Table,Source_Field_or_Code,Category_ID,Derivation,Window,Unit,Entity_Level,Reference_Time,Missing_Rule,Definition_Version,Availability_Status,Reason
CR__CC1103__3d_active_fraction,보광등작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC1103 -> sen_val,CAT_001,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1103__7d_active_fraction,보광등작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC1103 -> sen_val,CAT_001,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1203__1d_active_fraction,냉방기작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC1203 -> sen_val,CAT_042,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1203__3d_active_fraction,냉방기작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC1203 -> sen_val,CAT_042,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1203__7d_active_fraction,냉방기작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC1203 -> sen_val,CAT_042,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1303__1d_active_fraction,순환식수막시스템작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC1303 -> sen_val,CAT_014,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1303__3d_active_fraction,순환식수막시스템작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC1303 -> sen_val,CAT_014,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1303__7d_active_fraction,순환식수막시스템작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC1303 -> sen_val,CAT_014,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1403__1d_active_fraction,CO2발생장치작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC1403 -> sen_val,CAT_015,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1403__3d_active_fraction,CO2발생장치작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC1403 -> sen_val,CAT_015,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1403__7d_active_fraction,CO2발생장치작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC1403 -> sen_val,CAT_015,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1703__1d_active_fraction,3WAY벨브작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC1703 -> sen_val,CAT_014,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1703__3d_active_fraction,3WAY벨브작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC1703 -> sen_val,CAT_014,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1703__7d_active_fraction,3WAY벨브작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC1703 -> sen_val,CAT_014,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1803__1d_active_fraction,배기팬작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC1803 -> sen_val,CAT_013,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1803__3d_active_fraction,배기팬작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC1803 -> sen_val,CAT_013,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1803__7d_active_fraction,배기팬작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC1803 -> sen_val,CAT_013,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1903__1d_active_fraction,환기구작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC1903 -> sen_val,CAT_013,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1903__3d_active_fraction,환기구작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC1903 -> sen_val,CAT_013,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC1903__7d_active_fraction,환기구작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC1903 -> sen_val,CAT_013,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2003__1d_active_fraction,관수작동상태 (토경)작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC2003 -> sen_val,CAT_018,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2003__3d_active_fraction,관수작동상태 (토경)작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC2003 -> sen_val,CAT_018,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2003__7d_active_fraction,관수작동상태 (토경)작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC2003 -> sen_val,CAT_018,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2103__1d_active_fraction,양수작동상태 (수경)작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC2103 -> sen_val,CAT_018,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2103__3d_active_fraction,양수작동상태 (수경)작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC2103 -> sen_val,CAT_018,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2103__7d_active_fraction,양수작동상태 (수경)작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC2103 -> sen_val,CAT_018,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC22_D_C__1d_active_fraction,제습 작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC22_D_C -> sen_val,CAT_035,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC22_D_C__3d_active_fraction,제습 작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC22_D_C -> sen_val,CAT_035,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC22_D_C__7d_active_fraction,제습 작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC22_D_C -> sen_val,CAT_035,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC22_H_C__1d_active_fraction,가습 작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC22_H_C -> sen_val,CAT_035,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC22_H_C__3d_active_fraction,가습 작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC22_H_C -> sen_val,CAT_035,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC22_H_C__7d_active_fraction,가습 작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC22_H_C -> sen_val,CAT_035,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC23_C_C__1d_active_fraction,냉방 작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC23_C_C -> sen_val,CAT_042,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC23_C_C__3d_active_fraction,냉방 작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC23_C_C -> sen_val,CAT_042,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC23_C_C__7d_active_fraction,냉방 작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC23_C_C -> sen_val,CAT_042,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC23_H_C__1d_active_fraction,난방 작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC23_H_C -> sen_val,CAT_042,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC23_H_C__3d_active_fraction,난방 작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC23_H_C -> sen_val,CAT_042,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC23_H_C__7d_active_fraction,난방 작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC23_H_C -> sen_val,CAT_042,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2403__1d_active_fraction,훈증기작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC2403 -> sen_val,CAT_014,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2403__3d_active_fraction,훈증기작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC2403 -> sen_val,CAT_014,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2403__7d_active_fraction,훈증기작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC2403 -> sen_val,CAT_014,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2503__1d_active_fraction,CO2발생기+난방기작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC2503 -> sen_val,CAT_015,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2503__3d_active_fraction,CO2발생기+난방기작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC2503 -> sen_val,CAT_015,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2503__7d_active_fraction,CO2발생기+난방기작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC2503 -> sen_val,CAT_015,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2603__1d_active_fraction,관수모터 작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC2603 -> sen_val,CAT_018,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2603__3d_active_fraction,관수모터 작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC2603 -> sen_val,CAT_018,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2603__7d_active_fraction,관수모터 작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC2603 -> sen_val,CAT_018,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2703__1d_active_fraction,관수밸브 작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC2703 -> sen_val,CAT_018,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2703__3d_active_fraction,관수밸브 작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC2703 -> sen_val,CAT_018,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2703__7d_active_fraction,관수밸브 작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC2703 -> sen_val,CAT_018,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2803__1d_active_fraction,관비모터 작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC2803 -> sen_val,CAT_018,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2803__3d_active_fraction,관비모터 작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC2803 -> sen_val,CAT_018,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2803__7d_active_fraction,관비모터 작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC2803 -> sen_val,CAT_018,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2903__1d_active_fraction,관비밸브 작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC2903 -> sen_val,CAT_018,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2903__3d_active_fraction,관비밸브 작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC2903 -> sen_val,CAT_018,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC2903__7d_active_fraction,관비밸브 작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC2903 -> sen_val,CAT_018,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC3101__1d_active_fraction,단열커튼(천정) 작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC3101 -> sen_val,CAT_044,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC3101__3d_active_fraction,단열커튼(천정) 작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC3101 -> sen_val,CAT_044,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC3101__7d_active_fraction,단열커튼(천정) 작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC3101 -> sen_val,CAT_044,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC3201__1d_active_fraction,단열커튼(측면) 작동상태 직전 1일 active_fraction,sfkr_hbfm_env_con,CR/CC3201 -> sen_val,CAT_044,active_fraction,"[t-1d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC3201__3d_active_fraction,단열커튼(측면) 작동상태 직전 3일 active_fraction,sfkr_hbfm_env_con,CR/CC3201 -> sen_val,CAT_044,active_fraction,"[t-3d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
CR__CC3201__7d_active_fraction,단열커튼(측면) 작동상태 직전 7일 active_fraction,sfkr_hbfm_env_con,CR/CC3201 -> sen_val,CAT_044,active_fraction,"[t-7d,t)",Y/N,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__CI__1d_mean,내부CO2 직전 1일 mean,sfkr_hbfm_env_con,EI/CI -> sen_val,CAT_016,mean,"[t-1d,t)",ppm,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__CI__1d_std,내부CO2 직전 1일 std,sfkr_hbfm_env_con,EI/CI -> sen_val,CAT_016,std; ddof=0,"[t-1d,t)",ppm,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__CI__1d_min,내부CO2 직전 1일 min,sfkr_hbfm_env_con,EI/CI -> sen_val,CAT_016,min,"[t-1d,t)",ppm,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__CI__1d_max,내부CO2 직전 1일 max,sfkr_hbfm_env_con,EI/CI -> sen_val,CAT_016,max,"[t-1d,t)",ppm,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__CI__3d_mean,내부CO2 직전 3일 mean,sfkr_hbfm_env_con,EI/CI -> sen_val,CAT_016,mean,"[t-3d,t)",ppm,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__CI__3d_std,내부CO2 직전 3일 std,sfkr_hbfm_env_con,EI/CI -> sen_val,CAT_016,std; ddof=0,"[t-3d,t)",ppm,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__CI__3d_min,내부CO2 직전 3일 min,sfkr_hbfm_env_con,EI/CI -> sen_val,CAT_016,min,"[t-3d,t)",ppm,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__CI__3d_max,내부CO2 직전 3일 max,sfkr_hbfm_env_con,EI/CI -> sen_val,CAT_016,max,"[t-3d,t)",ppm,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__CI__7d_mean,내부CO2 직전 7일 mean,sfkr_hbfm_env_con,EI/CI -> sen_val,CAT_016,mean,"[t-7d,t)",ppm,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__CI__7d_std,내부CO2 직전 7일 std,sfkr_hbfm_env_con,EI/CI -> sen_val,CAT_016,std; ddof=0,"[t-7d,t)",ppm,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__CI__7d_min,내부CO2 직전 7일 min,sfkr_hbfm_env_con,EI/CI -> sen_val,CAT_016,min,"[t-7d,t)",ppm,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__CI__7d_max,내부CO2 직전 7일 max,sfkr_hbfm_env_con,EI/CI -> sen_val,CAT_016,max,"[t-7d,t)",ppm,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__DT__1d_mean,(내부)이슬점온도 직전 1일 mean,sfkr_hbfm_env_con,EI/DT -> sen_val,CAT_045,mean,"[t-1d,t)",도,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__DT__1d_std,(내부)이슬점온도 직전 1일 std,sfkr_hbfm_env_con,EI/DT -> sen_val,CAT_045,std; ddof=0,"[t-1d,t)",도,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__DT__1d_min,(내부)이슬점온도 직전 1일 min,sfkr_hbfm_env_con,EI/DT -> sen_val,CAT_045,min,"[t-1d,t)",도,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__DT__1d_max,(내부)이슬점온도 직전 1일 max,sfkr_hbfm_env_con,EI/DT -> sen_val,CAT_045,max,"[t-1d,t)",도,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__DT__3d_mean,(내부)이슬점온도 직전 3일 mean,sfkr_hbfm_env_con,EI/DT -> sen_val,CAT_045,mean,"[t-3d,t)",도,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__DT__3d_std,(내부)이슬점온도 직전 3일 std,sfkr_hbfm_env_con,EI/DT -> sen_val,CAT_045,std; ddof=0,"[t-3d,t)",도,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__DT__3d_min,(내부)이슬점온도 직전 3일 min,sfkr_hbfm_env_con,EI/DT -> sen_val,CAT_045,min,"[t-3d,t)",도,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__DT__3d_max,(내부)이슬점온도 직전 3일 max,sfkr_hbfm_env_con,EI/DT -> sen_val,CAT_045,max,"[t-3d,t)",도,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__DT__7d_mean,(내부)이슬점온도 직전 7일 mean,sfkr_hbfm_env_con,EI/DT -> sen_val,CAT_045,mean,"[t-7d,t)",도,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__DT__7d_std,(내부)이슬점온도 직전 7일 std,sfkr_hbfm_env_con,EI/DT -> sen_val,CAT_045,std; ddof=0,"[t-7d,t)",도,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__DT__7d_min,(내부)이슬점온도 직전 7일 min,sfkr_hbfm_env_con,EI/DT -> sen_val,CAT_045,min,"[t-7d,t)",도,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__DT__7d_max,(내부)이슬점온도 직전 7일 max,sfkr_hbfm_env_con,EI/DT -> sen_val,CAT_045,max,"[t-7d,t)",도,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI__1d_mean,내부습도 직전 1일 mean,sfkr_hbfm_env_con,EI/HI -> sen_val,CAT_045,mean,"[t-1d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI__1d_std,내부습도 직전 1일 std,sfkr_hbfm_env_con,EI/HI -> sen_val,CAT_045,std; ddof=0,"[t-1d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI__1d_min,내부습도 직전 1일 min,sfkr_hbfm_env_con,EI/HI -> sen_val,CAT_045,min,"[t-1d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI__1d_max,내부습도 직전 1일 max,sfkr_hbfm_env_con,EI/HI -> sen_val,CAT_045,max,"[t-1d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI__3d_mean,내부습도 직전 3일 mean,sfkr_hbfm_env_con,EI/HI -> sen_val,CAT_045,mean,"[t-3d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI__3d_std,내부습도 직전 3일 std,sfkr_hbfm_env_con,EI/HI -> sen_val,CAT_045,std; ddof=0,"[t-3d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI__3d_min,내부습도 직전 3일 min,sfkr_hbfm_env_con,EI/HI -> sen_val,CAT_045,min,"[t-3d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI__3d_max,내부습도 직전 3일 max,sfkr_hbfm_env_con,EI/HI -> sen_val,CAT_045,max,"[t-3d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI__7d_mean,내부습도 직전 7일 mean,sfkr_hbfm_env_con,EI/HI -> sen_val,CAT_045,mean,"[t-7d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI__7d_std,내부습도 직전 7일 std,sfkr_hbfm_env_con,EI/HI -> sen_val,CAT_045,std; ddof=0,"[t-7d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI__7d_min,내부습도 직전 7일 min,sfkr_hbfm_env_con,EI/HI -> sen_val,CAT_045,min,"[t-7d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI__7d_max,내부습도 직전 7일 max,sfkr_hbfm_env_con,EI/HI -> sen_val,CAT_045,max,"[t-7d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI01__1d_mean,절대습도 직전 1일 mean,sfkr_hbfm_env_con,EI/HI01 -> sen_val,CAT_045,mean,"[t-1d,t)",g/m3,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI01__1d_std,절대습도 직전 1일 std,sfkr_hbfm_env_con,EI/HI01 -> sen_val,CAT_045,std; ddof=0,"[t-1d,t)",g/m3,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI01__1d_min,절대습도 직전 1일 min,sfkr_hbfm_env_con,EI/HI01 -> sen_val,CAT_045,min,"[t-1d,t)",g/m3,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI01__1d_max,절대습도 직전 1일 max,sfkr_hbfm_env_con,EI/HI01 -> sen_val,CAT_045,max,"[t-1d,t)",g/m3,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI01__3d_mean,절대습도 직전 3일 mean,sfkr_hbfm_env_con,EI/HI01 -> sen_val,CAT_045,mean,"[t-3d,t)",g/m3,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI01__3d_std,절대습도 직전 3일 std,sfkr_hbfm_env_con,EI/HI01 -> sen_val,CAT_045,std; ddof=0,"[t-3d,t)",g/m3,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI01__3d_min,절대습도 직전 3일 min,sfkr_hbfm_env_con,EI/HI01 -> sen_val,CAT_045,min,"[t-3d,t)",g/m3,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI01__3d_max,절대습도 직전 3일 max,sfkr_hbfm_env_con,EI/HI01 -> sen_val,CAT_045,max,"[t-3d,t)",g/m3,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI01__7d_mean,절대습도 직전 7일 mean,sfkr_hbfm_env_con,EI/HI01 -> sen_val,CAT_045,mean,"[t-7d,t)",g/m3,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI01__7d_std,절대습도 직전 7일 std,sfkr_hbfm_env_con,EI/HI01 -> sen_val,CAT_045,std; ddof=0,"[t-7d,t)",g/m3,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI01__7d_min,절대습도 직전 7일 min,sfkr_hbfm_env_con,EI/HI01 -> sen_val,CAT_045,min,"[t-7d,t)",g/m3,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI01__7d_max,절대습도 직전 7일 max,sfkr_hbfm_env_con,EI/HI01 -> sen_val,CAT_045,max,"[t-7d,t)",g/m3,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI02__1d_mean,(내부)상대습도 직전 1일 mean,sfkr_hbfm_env_con,EI/HI02 -> sen_val,CAT_045,mean,"[t-1d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI02__1d_std,(내부)상대습도 직전 1일 std,sfkr_hbfm_env_con,EI/HI02 -> sen_val,CAT_045,std; ddof=0,"[t-1d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
EI__HI02__1d_min,(내부)상대습도 직전 1일 min,sfkr_hbfm_env_con,EI/HI02 -> sen_val,CAT_045,min,"[t-1d,t)",%,facility,feature_date,train median after pre-freeze screening; no row deletion,1,definition_ready,
